PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
8499,,,126515362,3436,,KIPP OCTAVIUS CATTO CHARTER SCHOOL,KIPP Octavius Catto Charter School,KIPP Octavius Catto Charter School,KIPP Catto,2022,Elementary,Citywide,00-01,N/A,0,0,Charter,KIPP,Charter Schools,,,,,,0,,3,"39.95972399631784, -75.21459105458925",0,4601 MARKET ST,PHILADELPHIA,PA,19139,267-417-3070,215-689-4181,https://kippphiladelphia.org/our-schools/kipp-philadelphia-octavius-catto-elementary/,MATT RANKIN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0
8431,,420090107660,126514059,3437,X37,KIPP NORTH PHILA CHARTER SCHL,KIPP North Philadelphia Charter School,KIPP North Philadelphia Charter School,KIPP N Phila Charter,2018,Elementary,Citywide,00-02,N/A,0,0,Charter,KIPP,Charter Schools,,N/A,N/A,,,0,,5,"39.991930, -75.158212",0,2539 N 16TH ST,PHILADELPHIA,PA,19132,,,https://kippphiladelphia.org/kipp-north-philadelphia-academy,BEN SPEICHER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,0,0,0,0,0,0,0,0,0,0
8425,,420089907663,126516724,3438,X38,DEEP ROOTS CHARTER SCHOOL,Deep Roots Charter School,Deep Roots Charter School,Deep Roots Charter,2018,Elementary,Citywide With Criteria,00-06,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"39.998066, -75.101664",0,3556 FRANKFORD AVE,PHILADELPHIA,PA,19134,,,https://deeprootscs.org,G. LOGAN BLYLER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8427,,420090007662,126517643,3439,X39,MASTERY PREP ELEM CHARTER SCHL,Mastery Prep Elementary Charter School,Mastery Prep Elementary Charter School,Mastery Prp Elm,2018,Elementary,Citywide,00-03,00-06,1,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,8,"40.013457, -75.156128",0,1801 W PIKE ST,PHILADELPHIA,PA,19140,,,https://masterycharter.org/elementary-schools/mastery-prep,EUGENE HAITH,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,0,0,0,0,0,0,0,0,0
8360,390083,420089107602,126513117,3440,X40,MAST COMMUNITY CHARTER II,MaST Community Charter School II,"Mathematics, Science and Technology Community Charter School II",MaST II,2016,Elementary-High,Citywide,"00-06, 09",N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"40.017476, -75.044372",1,6501 STATE RD,PHILADELPHIA,PA,19135,,,https://mast2.org/,CHUCK PUCHON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,1,0,0,0
8359,390061,420089507589,126511530,3441,X41,TECH FREIRE CHARTER SCHOOL,TECH Freire Charter School,Tech Freire Charter School,TECH Freire,2016,High,Citywide With Criteria,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"39.986869, -75.155669",0,2221 N BROAD ST,PHILADELPHIA,PA,19132,,,http://techfreire.org/,CHARLES WARE,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8361,,420089307600,126512039,3442,X42,INDEPENDENCE CHARTER WEST,Independence Charter School West,Independence West Charter School,Independence West,2016,Elementary,Citywide With Criteria,00-06,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,3,"39.93731366, -75.22614036",0,5600 CHESTER AVE,PHILADELPHIA,PA,19143,,,https://www.icswest.org,DANA TWYMAN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8363,,420088807590,126515492,3443,X43,KIPP WEST PHILA CHARTER SCHOOL,KIPP West Philadelphia Charter School,KIPP West Philadelphia Charter School,KIPP West Elementary,2016,Elementary,Citywide,00-04,N/A,0,0,Charter,KIPP,Charter Schools,,N/A,N/A,,,0,,3,"39.94453199, -75.24184422",1,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131,267-787-5700,,https://kippphiladelphia.org/our-schools/kipp-west-philadelphia-elementary-academy/,CHESHONNA MILES,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,0,0,0,0,0,0,0,0
8453,,420090307674,126511624,3445,X45,MAST III CHARTER SCHOOL,MAST III Charter School,MAST Community Charter School III,MAST III,2019,Elementary,Citywide With Criteria,00-05,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,10,"40.109575, -74.991671",0,1 CROWN WAY,PHILADELPHIA,PA,19154,,,https://mast3.org/,PHIL SERPIELLO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
8454,,420090207673,126510929,3446,X46,PHILADELPHIA HEBREW CHARTER,Philadelphia Hebrew Public Charter School,Philadelphia Hebrew Public Charter School,Philadelphia Hebrew,2019,Elementary,Citywide,00-01,00-08,1,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"40.012045, -75.184376",0,3300 HENRY AVE,PHILADELPHIA,PA,19129,,,https://philadelphiahebrewpublic.org/,ELYSSA YUEN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0
N/A,393211,,126515001,3510,351,EL CENTRO DE ESTUDIANTES,El Centro de Estudiantes (Big Picture),El Centro de Estudiantes - Big Picture,El Centro,2009,Transition/Overage School,Alternative,09-12,N/A,0,0,Contracted,Big Picture Philadelphia,Alternate Schools,Accelerated,N/A,N/A,,,0,,7,"39.97507482702365, -75.17934897974463",N/A,1241 N TANEY ST,PHILADELPHIA,PA,19121,267-687-1172,,https://www.elcentrobpp.org/,MISS JACQUELYN TISDALE,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,390010,,126515001,3540,354,OMBUDSMAN ACCELERATED NORTHWST,Ombudsman Northwest,Ombudsman Accelerated Northwest,Ombudsman NW,2009,Transition/Overage School,Alternative,09-12,N/A,0,0,Contracted,Ombudsman Educational Services LTD,Alternate Schools,Accelerated,N/A,N/A,,,0,,9,"40.05586457, -75.15648403",N/A,2111 EASTBURN AVE,PHILADELPHIA,PA,19138,215-924-8950,,http://www.ombudsman.com/state/pa,MS JULITA BYRD,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,393334,,126515001,3810,381,ONE BRIGHT RAY-ELMWOOD CAMPUS,One Bright Ray - Elmwood Campus,One Bright Ray - Elmwood Campus,OBR Elmwood,2015,Transition/Overage School,Alternative,09-12,N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,,,0,,2,"39.92251591, -75.22908493",N/A,6404 ELMWOOD AVE,PHILADELPHIA,PA,19142,215-488-1177,,http://www.onebrightraycommunity.org/school-life/obr-team/elmwood-campus/,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,390009,,126515001,3820,382,ACHIEVE ACADEMY EAST,Achieve Academy East,Achieve Academy East Campus,Achieve East,2016,Transition/Overage School,Alternative,06-12,N/A,0,0,Contracted,Camelot Education,Alternate Schools,AEDY,N/A,N/A,,,0,,7,"40.01425525, -75.12599679",N/A,4224 N FRONT ST,PHILADELPHIA,PA,19140,267-335-4764,,https://sesischools.com/locations/achieve-academy-of-philadelphia-east-campus/,MS JEN GREEN,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1
N/A,390222,,126515001,3850,385,NORTHEAST HIGH SCHOOL EOP,Northeast High School EOP,Northeast High School - EOP,NE High EOP,2016,Transition/Overage School,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,0,,10,"40.055681, -75.071168",N/A,1601 COTTMAN AVE,PHILADELPHIA,PA,19111,215-400-3200,,https://www.philasd.org/opportunitynetwork/northeast-high-school-eop/,MS ADRIENNE STATEN,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,A10126,,126515001,3880,388,SOUTH PHILA HIGH SCHOOL EOP,South Philadelphia High School EOP,South Philadelphia High School - EOP,South Philly EOP,2008,Transition/Overage School,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,0,,2,"39.9238987, -75.1691065",N/A,2101 S BROAD ST,PHILADELPHIA,PA,19148,215-400-8400,,https://www.philasd.org/opportunitynetwork/south-philadelphia-high-school-eop/,MS AUDREY NOCK,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
3857,393420,421899003857,126515001,4020,402,OVERBROOK HIGH SCHOOL,Overbrook High School,Overbrook High School,Overbrook High,1926,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,4,"39.981028, -75.238556",N/A,5898 LANCASTER AVE,PHILADELPHIA,PA,19131,215-400-7300,215-400-7301,https://overbrookhs.philasd.org/,MRS KAHLILA LEE,Network 13,JONATHAN BROWN,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,0,0,0,1,1,1,1
7023,393342,421899007023,126515001,4030,403,ENGINEERING & SCIENCE HIGH SCH,High School of Engineering and Science,High School of Engineering and Science - Carver,Carver,1949,Middle-High,Special Admit,07-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,5,"39.98341809, -75.16127789",N/A,1600 W NORRIS ST,PHILADELPHIA,PA,19121,215-400-7380,215-400-7381,https://hses.philasd.org/,MR DARRYL JOHNSON,Network 1,TED DOMERS,Lisania Alvarez-Baldwin,lalvarezbaldwin@philasd.org,215-400-5878,0,0,0,0,0,0,0,1,1,1,1,1,1
3841,393395,421899003841,126515001,4060,406,MURRELL DOBBINS HIGH SCHOOL,Murrell Dobbins Career and Technical High School,"Dobbins, Murrell Career and Technical Education High School",Dobbins,1938,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,Comprehensive,0,,5,"39.9954293, -75.16679334",N/A,2150 W LEHIGH AVE,PHILADELPHIA,PA,19132,215-400-7050,215-400-7051,https://dobbins.philasd.org/,MS SHERVON THOMPSON,Network 13,JONATHAN BROWN,Muminah Cunningham,mcunningham@philasd.org,215-400-5855,0,0,0,0,0,0,0,0,0,1,1,1,1
7255,393531,421899003839,126515001,4140,414,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,Strawberry Mansion High School,Strawberry Mansion,1964,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Program Redesign,2018-2019,,Programs,0,,5,"39.99074371, -75.18402464",N/A,3133 RIDGE AVE,PHILADELPHIA,PA,19121,215-400-7500,215-400-7501,https://smhs.philasd.org/,MR BRIAN MCCRACKEN,Network 4,NOAH TENNANT,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
3662,,421899003662,126515001,4220,422,JAMES G. BLAINE SCHOOL,James G. Blaine School,"Blaine, James G. School",Blaine,1966,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.98521297, -75.18293887",N/A,3001 W BERKS ST,PHILADELPHIA,PA,19121,215-400-7330,215-400-7331,https://blaine.philasd.org/,MRS GIANEEN ANYIKA,Network 11,AMELIA COLEMAN BROWN,Rasheeda Polk,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3664,,421899003664,126515001,4240,424,LEWIS C CASSIDY ACADEMICS PLUS,Lewis C. Cassidy Academics Plus School,"Cassidy, Lewis C. Academics Plus School",Cassidy,1924,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,4,"39.97551874, -75.25077443",N/A,1625 N 76TH ST,PHILADELPHIA,PA,19151,215-400-7510,215-400-7511,https://cassidy.philasd.org/,MRS TANGELA MCCLAM,Network 2,MARKITA FLOYD,LuQman Abdullah,labdullah@philasd.org,215-400-5852,1,1,1,1,1,1,1,1,1,0,0,0,0
3786,,421899003786,126515001,4270,427,WILLIAM DICK SCHOOL,William Dick School,"Dick, William School","Dick, William",1954,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.986730, -75.173787",N/A,2498 W DIAMOND ST,PHILADELPHIA,PA,19121,215-400-7340,215-400-7341,https://wdick.philasd.org/,MRS AMY WILLIAMS,Network 11,AMELIA COLEMAN BROWN,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
3668,,421899003668,126515001,4280,428,SAMUEL GOMPERS SCHOOL,Samuel Gompers School,"Gompers, Samuel School",Gompers,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2017-2018,,0,,4,"39.99205763, -75.23754028",N/A,5701 WYNNEFIELD AVE,PHILADELPHIA,PA,19131,215-400-7250,215-400-7251,https://gompers.philasd.org/,MR PHILLIP DELUCA,Network 2,MARKITA FLOYD,Troy Sanders,tlsanders@philasd.org,215-400-5899,1,1,1,1,1,1,1,1,1,0,0,0,0
5187,,421899005187,126515001,4300,430,EDWARD HESTON SCHOOL,Edward Heston School,"Heston, Edward School",Heston,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2017-2018,,,0,,3,"39.977852, -75.229727",N/A,1621 N 54TH ST,PHILADELPHIA,PA,19131,215-400-7290,215-400-7291,https://heston.philasd.org/,MS ANGELA EDWARDS,Acceleration,SEAN CONLEY,Nkemdi Adighije,nadighije@philasd.org,215-400-7290,1,1,1,1,1,1,1,1,1,0,0,0,0
3670,,421899003670,126515001,4320,432,ROBERT E. LAMBERTON ELEMENTARY,Robert E. Lamberton School,"Lamberton, Robert E. School",Lamberton,1949,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2019-2020,,,0,,4,"39.975465, -75.266329",N/A,7501 WOODBINE AVE,PHILADELPHIA,PA,19151,215-400-7530,215-400-7531,https://lamberton.philasd.org/,MS TIFFANY OSEI,Network 2,MARKITA FLOYD,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
8292,,421899007517,126515001,4350,435,RHODES ELEMENTARY SCHOOL,E. Washington Rhodes School,"Rhodes, E. Washington Elementary School",Rhodes,2013,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2016-2017,,,0,,4,"40.00275594, -75.17812979",N/A,2900 W CLEARFIELD ST,PHILADELPHIA,PA,19132,215-400-7060,215-400-7061,https://rhodes.philasd.org/,MR CHRISTOPHER HARRIS,Acceleration,SEAN CONLEY,Gary Perkins,gperkins@philasd.org,215-400-7910,1,1,1,1,1,1,1,1,1,0,0,0,0
8389,,421899007593,126515001,4360,436,KENDERTON ELEMENTARY,Kenderton Elementary School,Kenderton Elementary School,Kenderton,2016,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.004940, -75.154241",N/A,1500 W ONTARIO ST,PHILADELPHIA,PA,19140,215-400-8340,215-400-8341,https://kenderton.philasd.org/,MS DEANNA BREDELL,Network 11,AMELIA COLEMAN BROWN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,1,1,1,0,0,0,0
7472,,421899000237,126515001,4370,437,OVERBROOK ELEMENTARY SCHOOL,Overbrook Elementary School,Overbrook Elementary School,Overbrook Elem,1990,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,4,"39.98225806, -75.24584611",N/A,2032 N 62ND ST,PHILADELPHIA,PA,19151,215-400-7520,215-400-7521,https://overbrook.philasd.org/,MR JOE DIXON,Network 2,MARKITA FLOYD,Troy Sanders,tlsanders@philasd.org,215-400-5899,1,1,1,1,1,1,1,1,1,0,0,0,0
3675,,421899003675,126515001,4380,438,THOMAS M. PEIRCE SCHOOL,Thomas M. Peirce School,"Peirce, Thomas M. School",Peirce,1908,Elementary,Neighborhood,00-06,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"39.998839, -75.168424",N/A,2200 N 22ND ST,PHILADELPHIA,PA,19132,215-400-7020,215-400-7021,https://tmpeirce.philasd.org/,MR ANTHONY GORDON,Network 11,AMELIA COLEMAN BROWN,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,1,1,0,0,0,0,0,0
5292,,421899005292,126515001,4440,444,DR. ETHEL ALLEN SCHOOL,Dr. Ethel Allen School,"Allen, Dr. Ethel School","Allen, Ethel",1971,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2010-2011,,,0,,5,"39.99757697, -75.18345963",N/A,3200 W LEHIGH AVE,PHILADELPHIA,PA,19132,215-400-7040,215-400-7041,https://ethelallen.philasd.org/,MR JOHN PAUL ROSKOS,Acceleration,SEAN CONLEY,Maryann Cobb,mcobb@philasd.org,215-400-7040,1,1,1,1,1,1,1,1,1,0,0,0,0
5040,,421899005040,126515001,4460,446,TANNER DUCKREY SCHOOL,Tanner G. Duckrey School,"Duckrey, Tanner G. School",Duckrey,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.98520302, -75.15830107",N/A,1501 W DIAMOND ST,PHILADELPHIA,PA,19121,215-400-7350,215-400-7351,https://duckrey.philasd.org/,MR DAVID COHEN,Network 11,AMELIA COLEMAN BROWN,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
5188,,421899005188,126515001,4470,447,RICHARD WRIGHT SCHOOL,Richard R. Wright School,"Wright, Richard R. School",Wright,1970,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2019-2020,,0,,5,"39.99043963, -75.17699812",N/A,2201 N 28TH ST,PHILADELPHIA,PA,19132,215-400-7030,215-400-7031,https://wright.philasd.org/,MS SAKIA BEARD,Network 11,AMELIA COLEMAN BROWN,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,1,1,1,1,1,1,0,0,0,0,0,0,0
6960,,421899006960,126515001,4480,448,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,Overbrook Educational Center,Overbrook EC,1986,Elementary-Middle,Citywide,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2019-2020,,0,,4,"39.97429952, -75.25401239",N/A,6722 LANSDOWNE AVE,PHILADELPHIA,PA,19151,215-400-7540,215-400-7541,https://oec.philasd.org/,MS MEREDITH FOOTE,Network 2,MARKITA FLOYD,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3625,,421899003625,126515001,4530,453,EDWARD GIDEON SCHOOL,Edward Gideon School,"Gideon, Edward School",Gideon,1952,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2018-2019,2016-2017,,0,,5,"39.98447594, -75.18016456",N/A,2817 W GLENWOOD AVE,PHILADELPHIA,PA,19121,215-400-7360,215-400-7361,https://gideon.philasd.org/,MS SHAUNEILLE TAYLOR,Network 11,AMELIA COLEMAN BROWN,Rasheeda Polk,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3626,,421899003626,126515001,4560,456,WILLIAM D. KELLEY SCHOOL,William D. Kelley School,"Kelley, William D. School",Kelley,1965,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.98039173, -75.18032689",N/A,1601 N 28TH ST,PHILADELPHIA,PA,19121,215-400-7370,215-400-7371,https://kelley.philasd.org/,MS CRYSTAL EDWARDS,Network 11,AMELIA COLEMAN BROWN,Rasheeda Polk,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3630,,421899003630,126515001,4570,457,GEN. GEORGE G. MEADE SCHOOL,General George G. Meade School,"Meade, General George G. School",Meade,1937,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.978587, -75.164718",N/A,1600 N 18TH ST,PHILADELPHIA,PA,19121,215-400-7310,215-400-7311,https://meade.philasd.org/,MS AKEERE SCOTT,Network 3,SONYA HARRISON,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3849,393542,421899003849,126515001,5020,502,THOMAS EDISON HIGH SCHOOL,Thomas A. Edison High School,"Edison, Thomas A. High School",Edison,1985,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2014-2015,,Comprehensive,0,,7,"40.01116485, -75.12863791",N/A,151 W LUZERNE ST,PHILADELPHIA,PA,19140,215-400-3900,215-400-3901,https://edison.philasd.org/,MS CHERYL MASON-DORMAN,Network 13,JONATHAN BROWN,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,0,0,0,1,1,1,1
7850,392793,421899000899,126515001,5050,505,PHILADELPHIA MILITARY ACADEMY,Philadelphia Military Academy,Philadelphia Military Academy (PMA),PMA,2005,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.98470959, -75.15443401",N/A,2118 N. 13TH ST.,PHILADELPHIA,PA,19122,215-400-7420,215-400-7421,https://pma.philasd.org/,MS KRISTIAN ALI,Innovation,RYAN SCALLON,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,0,0,0,0,0,0,0,0,0,1,1,1,1
3842,393355,421899003842,126515001,5060,506,JULES MASTBAUM HIGH SCHOOL,Jules E. Mastbaum Area Vocational Technical High School,"Mastbaum, Jules E. Area Vocational Technical High School",Mastbaum,1929,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Comprehensive,0,,1,"39.99214686, -75.11213573",N/A,3116 FRANKFORD AVE,PHILADELPHIA,PA,19134,215-400-7220,215-400-7221,https://mastbaum.philasd.org/,MR DAVID LON JR,Network 4,NOAH TENNANT,Rasheeda Polk,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
6548,393416,421899006548,126515001,5070,507,PARKWAY-NORTHWEST HIGH SCHOOL,Parkway Northwest High School,Parkway Northwest High School,Parkway N.W.,1960,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,9,"40.05664074, -75.16457453",N/A,6200 CRITTENDEN ST,PHILADELPHIA,PA,19138,215-400-3390,215-400-3391,https://parkwaynw.philasd.org/,MR JEFFREY MACFARLAND,Network 4,NOAH TENNANT,Marcus Davis,mdavis9@philasd.org,215-400-5859,0,0,0,0,0,0,0,0,0,1,1,1,1
7782,393448,421899000771,126515001,5080,508,PARKWAY C.C. MIDDLE COLLEGE,Parkway Center City Middle College High School,Parkway Center City Middle College High School,Parkway C.C.,2005,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.96300501, -75.1592865",N/A,540 N 13TH ST,PHILADELPHIA,PA,19123,215-400-7620,215-400-7621,https://parkwaycc.philasd.org/,MRS ANH NGUYEN,Network 1,TED DOMERS,Rasheeda Polk,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
7808,393428,421899000821,126515001,5090,509,PARKWAY WEST HIGH SCHOOL,Parkway West High School,Parkway West High School,Parkway W.,2004,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,3,"39.96425379, -75.21546704",N/A,4725 FAIRMOUNT AVE,PHILADELPHIA,PA,19139,215-400-7710,215-400-7711,https://parkwaywest.philasd.org/,MR WILLIAM BROWN,Network 13,JONATHAN BROWN,Gerri Dunham-Collazo,gdunhamcollazo@philasd.org,215-400-5857,0,0,0,0,0,0,0,0,0,1,1,1,1
7070,393343,421899007225,126515001,5150,515,WILLIAM W. BODINE HIGH SCHOOL,William W. Bodine High School,"Bodine, William W. High School",Bodine,1935,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.96793026, -75.14343443",N/A,1101 N 4TH ST,PHILADELPHIA,PA,19123,215-400-7630,215-400-7631,https://bodine.philasd.org/,MS PATRICIA PARSON,Network 1,TED DOMERS,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,0,0,0,0,1,1,1,1
8293,393234,421899007502,126515001,5160,516,PENN TREATY HIGH SCHOOL,Penn Treaty High School,Penn Treaty High School,Penn Treaty,2013,Middle-High,Neighborhood,06-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2018-2019,,,0,,5,"39.97272711, -75.12787008",N/A,600 E THOMPSON ST,PHILADELPHIA,PA,19125,215-400-3800,215-400-3801,https://penntreaty.philasd.org/,MS WAJIBAH THOMPSON,Innovation,RYAN SCALLON,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,1,1,1,1,1,1,1
7175,,421899007229,126515001,5170,517,JULIA DE BURGOS ELEMENTARY,Julia de Burgos School,"De Burgos, Julia School",De Burgos,1903,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.99275164, -75.13862743",N/A,401 W LEHIGH AVE,PHILADELPHIA,PA,19133,215-400-7080,215-400-7081,https://deburgos.philasd.org/,MS BIANCA REYES,Network 3,SONYA HARRISON,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
8440,A23513,421899007661,126515001,5180,518,VAUX BIG PICTURE HIGH SCHOOL,Vaux High School: A Big Picture,Vaux High School - Big Picture,Vaux High,2017,High,Neighborhood,09-11,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.976325, -75.174186",N/A,2300 W MASTER ST,PHILADELPHIA,PA,19121,,,https://www.vauxbpp.org/,MS SHAVONNE MCMILLAN,Innovation,RYAN SCALLON,Lyn Johnson,ljohnson13@philasd.org,215-400-5884,0,0,0,0,0,0,0,0,0,1,1,1,0
