cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score
2018-2019,8020,Northeast High School,District,5-Year Graduation Rate,Gender,Female,348,s,s
2018-2019,8020,Northeast High School,District,5-Year Graduation Rate,Gender,Male,473,365,77.17
2018-2019,8020,Northeast High School,District,5-Year Graduation Rate,Gender,Non-Binary,1,s,s
2018-2019,8020,Northeast High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,745,593,79.6
2018-2019,8020,Northeast High School,District,5-Year Graduation Rate,IEP,IEP,77,63,81.82
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,All Students,All Students,338,245,72.49
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,ELL,EL,102,75,73.53
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,ELL,Non-EL,236,170,72.03
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,221,158,71.49
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,117,87,74.36
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Ethnicity,Asian,54,46,85.19
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,88,63,71.59
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,61,40,65.57
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,20,11,55
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Ethnicity,White,115,85,73.91
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Gender,Female,156,s,s
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Gender,Male,181,116,64.09
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,Gender,Non-Binary,1,s,s
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,277,215,77.62
2018-2019,8030,George Washington High School,District,4-Year Graduation Rate,IEP,IEP,61,30,49.18
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,All Students,All Students,334,262,78.44
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,ELL,EL,101,83,82.18
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,ELL,Non-EL,233,179,76.82
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,222,171,77.03
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,112,91,81.25
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Ethnicity,Asian,54,49,90.74
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,86,67,77.91
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,61,42,68.85
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,18,12,66.67
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Ethnicity,White,115,92,80
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Gender,Female,154,s,s
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Gender,Male,179,127,70.95
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,Gender,Non-Binary,1,s,s
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,274,228,83.21
2018-2019,8030,George Washington High School,District,5-Year Graduation Rate,IEP,IEP,60,34,56.67
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,All Students,All Students,142,140,98.59
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,ELL,EL,5,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,ELL,Non-EL,137,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,74,73,98.65
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,68,67,98.53
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Ethnicity,Asian,13,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Ethnicity,Black/African American,17,17,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,25,25,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,7,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Ethnicity,White,80,78,97.5
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Gender,Female,108,108,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Gender,Male,32,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,Gender,Non-Binary,2,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,IEP,Does Not Have IEP,132,132,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,4-Year Graduation Rate,IEP,IEP,10,8,80
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,All Students,All Students,143,141,98.6
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,ELL,EL,5,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,ELL,Non-EL,138,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,74,73,98.65
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,69,68,98.55
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Ethnicity,Asian,13,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Ethnicity,Black/African American,17,17,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,25,25,100
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,7,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Ethnicity,White,81,79,97.53
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Gender,Female,109,108,99.08
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Gender,Male,32,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,Gender,Non-Binary,2,s,s
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,IEP,Does Not Have IEP,133,132,99.25
2018-2019,8040,Arts Academy at Benjamin Rush,District,5-Year Graduation Rate,IEP,IEP,10,9,90
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,All Students,All Students,77,14,18.18
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,ELL,Non-EL,76,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,70,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,7,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,69,11,15.94
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,3,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Ethnicity,White,2,s,s
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Gender,Female,50,12,24
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,Gender,Male,27,2,7.41
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,66,11,16.67
2018-2019,8070,OIC CADI,Alternative,4-Year Graduation Rate,IEP,IEP,11,3,27.27
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,All Students,All Students,79,42,53.16
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,ELL,Non-EL,78,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,74,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,71,37,52.11
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,3,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Ethnicity,White,2,s,s
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Gender,Female,49,31,63.27
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,Gender,Male,30,11,36.67
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,67,34,50.75
2018-2019,8070,OIC CADI,Alternative,5-Year Graduation Rate,IEP,IEP,12,8,66.67
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,All Students,All Students,69,11,15.94
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,ELL,Non-EL,68,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,64,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,65,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,4,s,s
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Gender,Female,36,4,11.11
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,Gender,Male,33,7,21.21
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,55,10,18.18
2018-2019,8080,Excel Academy North,Alternative,4-Year Graduation Rate,IEP,IEP,14,1,7.14
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,All Students,All Students,73,32,43.84
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,ELL,Non-EL,72,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,68,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,66,29,43.94
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,5,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,2,s,s
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Gender,Female,38,15,39.47
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,Gender,Male,35,17,48.57
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,58,26,44.83
2018-2019,8080,Excel Academy North,Alternative,5-Year Graduation Rate,IEP,IEP,15,6,40
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,All Students,All Students,135,130,96.3
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,ELL,EL,13,12,92.31
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,ELL,Non-EL,122,118,96.72
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,94,89,94.68
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,41,41,100
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Ethnicity,Asian,3,s,s
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,33,33,100
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,51,47,92.16
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,9,s,s
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Ethnicity,White,39,38,97.44
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Gender,Female,42,41,97.62
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,Gender,Male,93,89,95.7
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,109,107,98.17
2018-2019,8090,Swenson Arts and Technology High School,District,4-Year Graduation Rate,IEP,IEP,26,23,88.46
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,All Students,All Students,134,131,97.76
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,ELL,EL,12,12,100
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,ELL,Non-EL,122,119,97.54
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,93,90,96.77
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,41,41,100
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Ethnicity,Asian,3,s,s
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,33,33,100
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,50,47,94
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,9,s,s
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Ethnicity,White,39,39,100
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Gender,Female,41,41,100
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,Gender,Male,93,90,96.77
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,109,107,98.17
2018-2019,8090,Swenson Arts and Technology High School,District,5-Year Graduation Rate,IEP,IEP,25,24,96
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,All Students,All Students,27,18,66.67
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,ELL,Non-EL,27,18,66.67
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,17,13,76.47
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,10,5,50
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,20,13,65
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,4,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Gender,Female,19,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,Gender,Male,8,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,25,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,4-Year Graduation Rate,IEP,IEP,2,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,All Students,All Students,27,21,77.78
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,ELL,Non-EL,27,21,77.78
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,18,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,9,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,20,15,75
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,5,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Gender,Female,18,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,Gender,Male,9,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,25,s,s
2018-2019,8100,Gateway to College - Community College of Philadelphia,Alternative,5-Year Graduation Rate,IEP,IEP,2,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,All Students,All Students,103,11,10.68
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,ELL,EL,4,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,ELL,Non-EL,99,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,51,3,5.88
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,8,15.38
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,42,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,59,7,11.86
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,2,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Gender,Female,58,8,13.79
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,Gender,Male,45,3,6.67
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,89,10,11.24
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,4-Year Graduation Rate,IEP,IEP,14,1,7.14
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,All Students,All Students,112,34,30.36
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,ELL,EL,4,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,ELL,Non-EL,108,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,58,19,32.76
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,54,15,27.78
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,49,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,60,18,30
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Gender,Female,61,21,34.43
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,Gender,Male,51,13,25.49
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,95,29,30.53
2018-2019,8190,One Bright Ray - Fairhill Campus,Alternative,5-Year Graduation Rate,IEP,IEP,17,5,29.41
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,All Students,All Students,52,2,3.85
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,ELL,EL,3,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,ELL,Non-EL,49,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,50,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,45,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,3,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Ethnicity,White,4,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Gender,Female,32,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,Gender,Male,20,s,s
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,38,1,2.63
2018-2019,8450,YESPhilly,Alternative,4-Year Graduation Rate,IEP,IEP,14,1,7.14
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,All Students,All Students,50,14,28
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,ELL,Non-EL,49,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,49,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,46,12,26.09
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Ethnicity,White,3,s,s
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Gender,Female,26,7,26.92
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,Gender,Male,24,7,29.17
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,37,9,24.32
2018-2019,8450,YESPhilly,Alternative,5-Year Graduation Rate,IEP,IEP,13,5,38.46
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,All Students,All Students,31,10,32.26
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,ELL,Non-EL,31,10,32.26
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,30,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,30,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Gender,Female,14,6,42.86
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Gender,Male,17,4,23.53
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,24,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,IEP,IEP,7,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,All Students,All Students,26,15,57.69
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,ELL,Non-EL,26,15,57.69
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,25,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,25,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Gender,Female,12,7,58.33
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Gender,Male,14,8,57.14
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,20,s,s
2018-2019,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,IEP,IEP,6,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,All Students,All Students,27,1,3.7
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,ELL,Non-EL,27,1,3.7
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,25,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,17,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,9,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Gender,Female,9,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Gender,Male,18,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,21,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,IEP,IEP,6,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,All Students,All Students,27,15,55.56
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,ELL,Non-EL,27,15,55.56
